Player,Pos,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Matthew Craig,MF,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Cresswell,DF,28,24,2235,24.8,0,1,1,0,0,0,3,0,0.3,0.3,3.7,4.0,35.0,145.0,82.0,0.0,0.04,0.04,0.0,0.04,0.01,0.15,0.16,0.01,0.16
Bryan Cristante,"MF,DF",35,33,2848,31.6,1,1,2,1,0,1,8,1,2.6,1.8,1.3,3.1,15.0,135.0,27.0,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.06,0.1
Domen Črnigoj,MF,7,4,296,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16
Juan Cruz Armada,DF,26,21,1977,22.0,0,0,0,0,0,0,7,0,0.2,0.2,1.0,1.3,15.0,68.0,55.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
Juan Cruz,FW,5,1,174,1.9,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,7.0,1.0,14.0,0.52,0.0,0.52,0.52,0.52,0.23,0.07,0.3,0.23,0.3
Juan Cuadrado,"DF,FW",30,23,1988,22.1,1,3,4,1,0,0,6,1,1.4,1.4,2.7,4.0,46.0,88.0,119.0,0.05,0.14,0.18,0.05,0.18,0.06,0.12,0.18,0.06,0.18
Marc Cucurella,DF,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.4,0.4,0.6,1.0,30.0,73.0,65.0,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.06,0.02,0.06
Jorge Cuenca,DF,9,5,461,5.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
Braian Cufré,DF,5,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Mickaël Cuisance,MF,12,9,618,6.9,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.2,11.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17
Matheus Cunha,FW,17,12,965,10.7,2,0,2,2,0,0,1,0,2.0,2.0,0.6,2.6,16.0,14.0,43.0,0.19,0.0,0.19,0.19,0.19,0.19,0.05,0.24,0.19,0.24
Matheus Cunha,"FW,MF",11,2,377,4.2,0,2,2,0,0,0,2,0,1.4,1.4,0.8,2.2,6.0,7.0,19.0,0.0,0.48,0.48,0.0,0.48,0.34,0.2,0.53,0.34,0.53
Curro,MF,2,0,43,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.44,0.63,0.19,0.63
Marco D'Alessandro,"DF,FW",8,3,290,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,14.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
Danilo D'Ambrosio,DF,15,8,733,8.1,0,2,2,0,0,0,3,1,0.3,0.3,0.7,0.9,8.0,34.0,17.0,0.0,0.25,0.25,0.0,0.25,0.03,0.08,0.11,0.03,0.11
Luca D'Andrea,FW,5,5,316,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,11.0,9.0,29.0,0.0,0.28,0.28,0.0,0.28,0.08,0.23,0.31,0.08,0.31
Damien Da Silva,DF,7,3,338,3.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Moanes Dabbur,FW,21,8,933,10.4,6,2,8,6,0,0,3,1,3.5,3.5,2.2,5.7,10.0,33.0,61.0,0.58,0.19,0.77,0.58,0.77,0.34,0.21,0.55,0.34,0.55
Colin Dagba,DF,20,11,913,10.1,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.0,25.0,31.0,47.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
Finn Dahmen,GK,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahmoud Dahoud,MF,9,4,337,3.7,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,5.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24
Patson Daka,FW,30,13,1187,13.2,4,4,8,4,0,0,2,0,3.5,3.5,2.8,6.3,18.0,17.0,82.0,0.3,0.3,0.61,0.3,0.61,0.27,0.21,0.48,0.27,0.48
Thijs Dallinga,FW,36,28,2353,26.1,12,1,13,12,0,0,4,0,9.8,9.8,2.0,11.9,23.0,30.0,174.0,0.46,0.04,0.5,0.46,0.5,0.38,0.08,0.46,0.38,0.46
Diogo Dalot,DF,26,24,2154,23.9,1,2,3,1,0,0,6,0,2.5,2.5,1.9,4.4,46.0,92.0,85.0,0.04,0.08,0.13,0.04,0.13,0.1,0.08,0.18,0.1,0.18
Muhammed Damar,MF,6,1,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15
Mikkel Damsgaard,"MF,FW",26,9,988,11.0,0,0,0,0,0,0,4,0,2.6,2.6,1.4,4.0,9.0,44.0,45.0,0.0,0.0,0.0,0.0,0.0,0.24,0.13,0.36,0.24,0.36
Flavius Daniliuc,DF,26,22,2105,23.4,0,2,2,0,0,0,9,0,0.6,0.6,0.5,1.1,11.0,65.0,5.0,0.0,0.09,0.09,0.0,0.09,0.03,0.02,0.05,0.03,0.05
Flavius Daniliuc,DF,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
Danilo,MF,13,12,976,10.8,3,2,5,3,0,0,1,0,1.5,1.5,0.7,2.3,13.0,34.0,22.0,0.28,0.18,0.46,0.28,0.46,0.14,0.07,0.21,0.14,0.21
Danilo,DF,36,34,3094,34.4,3,3,6,3,0,0,5,0,2.8,2.8,2.4,5.1,37.0,166.0,40.0,0.09,0.09,0.17,0.09,0.17,0.08,0.07,0.15,0.08,0.15
Arnaut Danjuma,"FW,MF",9,1,169,1.9,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,5.0,2.0,19.0,0.53,0.0,0.53,0.53,0.53,0.41,0.02,0.43,0.41,0.43
Arnaut Danjuma,FW,10,6,479,5.3,2,0,2,1,1,1,0,0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43
Kévin Danois,MF,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Danso,DF,36,36,3168,35.2,1,2,3,1,0,0,7,1,2.5,2.4,1.0,3.5,34.0,161.0,2.0,0.03,0.06,0.09,0.03,0.09,0.07,0.03,0.1,0.07,0.1
Dante,DF,36,36,3209,35.7,1,2,3,1,0,0,6,0,1.5,1.5,1.7,3.2,11.0,154.0,3.0,0.03,0.06,0.08,0.03,0.08,0.04,0.05,0.09,0.04,0.09
Márton Dárdai,"DF,MF",17,11,947,10.5,1,0,1,1,0,0,2,0,0.1,0.1,0.2,0.3,2.0,21.0,0.0,0.1,0.0,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03
Sergi Darder,MF,37,37,3257,36.2,6,2,8,6,0,0,4,0,3.3,3.3,7.4,10.7,109.0,232.0,73.0,0.17,0.06,0.22,0.17,0.22,0.09,0.2,0.3,0.09,0.3
Achraf Dari,DF,18,15,1317,14.6,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3.0,33.0,1.0,0.07,0.0,0.07,0.07,0.07,0.02,0.0,0.03,0.02,0.03
Vladimír Darida,MF,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,DF,30,23,1935,21.5,1,2,3,1,0,0,3,0,1.0,1.0,1.9,2.9,22.0,86.0,96.0,0.05,0.09,0.14,0.05,0.14,0.05,0.09,0.14,0.05,0.14
Josh Dasilva,MF,36,14,1389,15.4,4,2,6,4,0,0,1,0,1.5,1.5,1.5,3.0,60.0,62.0,69.0,0.26,0.13,0.39,0.26,0.39,0.1,0.09,0.19,0.1,0.19
Jonathan David,FW,36,35,3076,34.2,24,4,28,14,10,11,6,0,23.4,15.0,5.9,20.9,67.0,91.0,293.0,0.7,0.12,0.82,0.41,0.53,0.69,0.17,0.86,0.44,0.61
Alphonso Davies,DF,26,24,2042,22.7,1,4,5,1,0,0,0,0,1.7,1.7,3.7,5.4,117.0,133.0,158.0,0.04,0.18,0.22,0.04,0.22,0.07,0.16,0.24,0.07,0.24
Ben Davies,DF,31,26,2288,25.4,2,2,4,2,0,0,4,0,1.0,1.0,2.5,3.5,39.0,107.0,69.0,0.08,0.08,0.16,0.08,0.16,0.04,0.1,0.14,0.04,0.14
Tom Davies,MF,19,4,538,6.0,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.3,2.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22
Paweł Dawidowicz,DF,22,20,1625,18.1,1,1,2,1,0,0,6,1,1.1,1.1,0.8,1.9,20.0,59.0,17.0,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11
Craig Dawson,DF,8,8,720,8.0,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
Craig Dawson,DF,17,17,1414,15.7,1,0,1,1,0,0,4,0,1.0,1.0,0.0,1.0,5.0,44.0,1.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06
Kevin De Bruyne,MF,32,28,2417,26.9,7,16,23,7,0,0,1,0,5.6,5.6,13.7,19.3,100.0,246.0,245.0,0.26,0.6,0.86,0.26,0.86,0.21,0.51,0.72,0.21,0.72
Charles De Ketelaere,"MF,FW",31,9,1097,12.2,0,1,1,0,0,0,2,0,2.0,2.0,2.0,3.9,43.0,57.0,68.0,0.0,0.08,0.08,0.0,0.08,0.16,0.16,0.32,0.16,0.32
Manuel De Luca,"FW,MF",2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo De Paul,MF,30,24,1923,21.4,2,7,9,2,0,0,5,0,1.6,1.6,5.6,7.2,55.0,182.0,68.0,0.09,0.33,0.42,0.09,0.42,0.07,0.26,0.34,0.07,0.34
Mattia De Sciglio,DF,17,11,1043,11.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,16.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Lorenzo De Silvestri,DF,14,6,655,7.3,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.9,18.0,31.0,17.0,0.14,0.0,0.14,0.14,0.14,0.09,0.03,0.12,0.09,0.12
Thibault De Smet,DF,21,19,1668,18.5,0,1,1,0,0,0,2,0,0.0,0.0,1.1,1.1,37.0,88.0,85.0,0.0,0.05,0.05,0.0,0.05,0.0,0.06,0.06,0.0,0.06
Koni De Winter,DF,14,12,1024,11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Grégoire Defrel,FW,26,13,1134,12.6,2,1,3,2,0,0,3,0,3.5,3.5,0.5,4.0,11.0,10.0,75.0,0.16,0.08,0.24,0.16,0.24,0.28,0.04,0.32,0.28,0.32
Duccio Degl'Innocenti,MF,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brecht Dejaegere,MF,30,25,1809,20.1,4,1,5,4,0,0,5,0,2.6,2.6,1.7,4.3,36.0,96.0,96.0,0.2,0.05,0.25,0.2,0.25,0.13,0.08,0.21,0.13,0.21
Romain Del Castillo,"MF,FW",26,15,1348,15.0,6,6,12,1,5,5,2,0,6.2,2.3,4.2,6.5,44.0,73.0,122.0,0.4,0.4,0.8,0.07,0.47,0.42,0.28,0.7,0.15,0.43
Alberto Del Moral,MF,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Delaine,"DF,MF",16,12,1024,11.4,0,2,2,0,0,0,3,0,0.4,0.4,1.4,1.8,36.0,21.0,88.0,0.0,0.18,0.18,0.0,0.18,0.04,0.12,0.16,0.04,0.16
Thomas Delaney,MF,8,2,309,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Thomas Delaney,MF,6,4,298,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Sacha Delaye,"FW,MF",3,0,20,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,4.5,0.0,4.5,4.5,4.5,0.31,0.0,0.31,0.31,0.31
Fran Delgado,DF,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Delort,FW,14,9,781,8.7,6,1,7,3,3,3,0,0,5.4,3.0,1.4,4.4,7.0,19.0,48.0,0.69,0.12,0.81,0.35,0.46,0.62,0.16,0.78,0.35,0.51
Andy Delort,FW,12,6,469,5.2,0,0,0,0,0,0,0,0,2.5,2.5,0.7,3.3,2.0,9.0,44.0,0.0,0.0,0.0,0.0,0.0,0.49,0.14,0.63,0.49,0.63
Karamoko Dembele,"FW,MF",14,0,163,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.21,0.13,0.21
Moussa Dembélé,"FW,MF",23,8,877,9.7,3,0,3,3,0,0,1,0,3.8,3.8,0.3,4.1,10.0,23.0,66.0,0.31,0.0,0.31,0.31,0.31,0.39,0.03,0.42,0.39,0.42
Ousmane Dembélé,FW,24,16,1382,15.4,5,6,11,5,0,0,4,0,3.9,3.9,4.3,8.2,124.0,74.0,207.0,0.33,0.39,0.72,0.33,0.72,0.25,0.28,0.53,0.25,0.53
Siriki Dembélé,"FW,MF",6,0,110,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,5.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.41,0.15,0.41
Siriki Dembélé,MF,11,4,327,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,9.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.06,0.22,0.28,0.06,0.28
Merih Demiral,DF,28,14,1534,17.0,1,0,1,1,0,0,5,0,0.7,0.7,0.5,1.2,3.0,26.0,4.0,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07
Kerem Demirbay,MF,25,17,1544,17.2,4,3,7,4,0,0,5,0,2.2,2.2,3.0,5.2,22.0,86.0,21.0,0.23,0.17,0.41,0.23,0.41,0.13,0.17,0.31,0.13,0.31
Ermedin Demirović,"FW,MF",30,30,2366,26.3,8,4,12,7,1,1,7,1,7.5,6.8,3.5,10.3,26.0,48.0,120.0,0.3,0.15,0.46,0.27,0.42,0.29,0.13,0.42,0.26,0.39
Diego Demme,MF,6,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Sepp van den Berg,DF,9,8,696,7.7,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,1.0,12.0,3.0,0.13,0.0,0.13,0.13,0.13,0.08,0.02,0.1,0.08,0.1
Branco van den Boomen,MF,34,32,2857,31.7,5,8,13,1,4,4,6,0,6.0,2.9,7.9,10.7,46.0,317.0,101.0,0.16,0.25,0.41,0.03,0.28,0.19,0.25,0.44,0.09,0.34
Leander Dendoncker,MF,20,7,697,7.7,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,1.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07
Leander Dendoncker,MF,4,2,214,2.4,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29
Emmanuel Dennis,"FW,MF",19,6,720,8.0,2,2,4,2,0,0,3,0,1.9,1.9,0.6,2.4,24.0,17.0,63.0,0.25,0.25,0.5,0.25,0.5,0.23,0.07,0.3,0.23,0.3
Fabio Depaoli,DF,30,23,2082,23.1,2,2,4,2,0,0,6,0,1.7,1.7,1.2,2.9,28.0,65.0,72.0,0.09,0.09,0.17,0.09,0.17,0.07,0.05,0.13,0.07,0.13
Fabio Depaoli,"DF,MF",3,1,136,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.26,0.38,0.12,0.38
Kastriot Dermaku,DF,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halil Dervişoğlu,MF,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31
Rémy Descamps,GK,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikkel Desler,DF,27,26,2257,25.1,1,2,3,1,0,0,5,1,0.8,0.8,1.9,2.7,59.0,136.0,127.0,0.04,0.08,0.12,0.04,0.12,0.03,0.08,0.11,0.03,0.11
Cyriel Dessers,FW,26,19,1587,17.6,6,1,7,6,0,1,3,0,7.1,6.4,1.6,8.0,21.0,27.0,110.0,0.34,0.06,0.4,0.34,0.4,0.4,0.09,0.5,0.36,0.45
Sergiño Dest,DF,8,2,329,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,11.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
Mattia Destro,"FW,MF",16,6,554,6.2,1,0,1,1,0,0,3,0,1.4,1.4,0.4,1.8,4.0,4.0,20.0,0.16,0.0,0.16,0.16,0.16,0.23,0.06,0.29,0.23,0.29
Gerard Deulofeu,FW,16,15,1211,13.5,2,6,8,2,0,0,1,0,5.1,5.1,4.4,9.5,72.0,82.0,118.0,0.15,0.45,0.59,0.15,0.59,0.38,0.33,0.7,0.38,0.7
Kiernan Dewsbury-Hall,MF,31,28,2306,25.6,2,2,4,2,0,0,5,1,2.4,2.4,3.3,5.6,68.0,132.0,91.0,0.08,0.08,0.16,0.08,0.16,0.09,0.13,0.22,0.09,0.22
Samuel Di Carmine,"FW,MF",2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28
Federico Di Francesco,"FW,MF",36,23,2030,22.6,2,2,4,2,0,0,5,0,3.3,3.3,2.7,6.0,50.0,60.0,177.0,0.09,0.09,0.18,0.09,0.18,0.14,0.12,0.27,0.14,0.27
Michele Di Gregorio,GK,36,36,3240,36.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Giovanni Di Lorenzo,DF,36,35,3167,35.2,3,4,7,3,0,0,2,0,2.7,2.7,4.7,7.4,73.0,252.0,173.0,0.09,0.11,0.2,0.09,0.2,0.08,0.13,0.21,0.08,0.21
Ángel Di María,"FW,MF",25,15,1333,14.8,4,4,8,3,1,1,1,1,2.9,2.2,4.3,6.4,54.0,93.0,90.0,0.27,0.27,0.54,0.2,0.47,0.2,0.29,0.49,0.15,0.43
Boulaye Dia,"FW,MF",33,27,2518,28.0,16,6,22,15,1,1,4,0,8.8,8.0,3.1,11.1,48.0,50.0,140.0,0.57,0.21,0.79,0.54,0.75,0.31,0.11,0.43,0.29,0.4
Moussa Diaby,"FW,MF",33,33,2699,30.0,9,8,17,9,0,1,4,0,11.0,10.3,8.2,18.5,125.0,104.0,258.0,0.3,0.27,0.57,0.3,0.57,0.37,0.27,0.64,0.34,0.62
Mouctar Diakhaby,DF,28,27,2356,26.2,3,0,3,3,0,0,7,1,2.7,2.7,0.3,3.0,18.0,82.0,11.0,0.11,0.0,0.11,0.11,0.11,0.1,0.01,0.11,0.1,0.11
Mamadou Diakhon,FW,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafodé Diakité,DF,32,28,2563,28.5,2,0,2,2,0,0,6,0,1.4,1.4,0.7,2.0,42.0,173.0,66.0,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07
Ibrahim Diakité,DF,3,1,131,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
Abdou Diallo,"DF,MF",8,5,478,5.3,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,11.0,24.0,3.0,0.19,0.0,0.19,0.19,0.19,0.07,0.02,0.09,0.07,0.09
Baila Diallo,"DF,MF",6,0,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Habib Diallo,FW,36,31,2789,31.0,20,1,21,17,3,4,4,1,17.6,14.3,3.2,17.5,36.0,40.0,188.0,0.65,0.03,0.68,0.55,0.58,0.57,0.1,0.67,0.46,0.56
Ibrahima Diallo,MF,18,11,819,9.1,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,9.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
Ismael Diallo,DF,27,24,2100,23.3,0,0,0,0,0,0,9,1,0.3,0.3,0.6,0.8,34.0,69.0,35.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Mamady Diarra,"MF,DF",2,1,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
Mouhamadou Diarra,"MF,FW",28,17,1536,17.1,3,2,5,3,0,0,4,0,1.8,1.8,2.1,3.9,67.0,52.0,86.0,0.18,0.12,0.29,0.18,0.29,0.11,0.12,0.23,0.11,0.23
Moussa Diarra,DF,22,11,1135,12.6,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,21.0,47.0,42.0,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.07,0.01,0.07
Stéphane Diarra,"FW,MF",28,14,1066,11.8,2,0,2,2,0,0,1,0,2.2,2.2,1.7,4.0,40.0,33.0,85.0,0.17,0.0,0.17,0.17,0.17,0.19,0.15,0.33,0.19,0.33
Youba Diarra,MF,5,1,98,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45
Rúben Dias,DF,26,22,1998,22.2,0,0,0,0,0,0,3,0,1.3,1.3,0.6,1.9,14.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
Krépin Diatta,"MF,FW",31,22,2072,23.0,4,2,6,4,0,0,3,0,4.6,4.6,3.4,8.0,80.0,90.0,229.0,0.17,0.09,0.26,0.17,0.26,0.2,0.15,0.35,0.2,0.35
Mory Diaw,GK,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brahim Díaz,"MF,FW",32,26,1856,20.6,6,7,13,6,0,0,3,0,6.0,6.0,5.6,11.5,78.0,120.0,108.0,0.29,0.34,0.63,0.29,0.63,0.29,0.27,0.56,0.29,0.56
Luis Díaz,FW,17,11,996,11.1,4,2,6,4,0,0,2,0,2.5,2.5,1.5,4.0,39.0,49.0,116.0,0.36,0.18,0.54,0.36,0.54,0.22,0.14,0.36,0.22,0.36
Justin Diehl,"MF,FW",2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamba Dieng,"FW,MF",10,1,194,2.2,1,0,1,1,0,0,1,0,1.5,1.5,0.1,1.6,5.0,1.0,23.0,0.46,0.0,0.46,0.46,0.46,0.71,0.04,0.76,0.71,0.76
Bamba Dieng,FW,15,9,747,8.3,3,0,3,2,1,1,1,0,4.9,4.1,0.6,4.7,4.0,7.0,48.0,0.36,0.0,0.36,0.24,0.24,0.59,0.08,0.67,0.5,0.57
Eric Dier,DF,33,31,2818,31.3,2,1,3,2,0,0,3,0,1.6,1.6,1.2,2.8,9.0,87.0,14.0,0.06,0.03,0.1,0.06,0.1,0.05,0.04,0.09,0.05,0.09
Florian Dietz,FW,11,4,395,4.4,1,0,1,1,0,0,1,0,2.5,2.5,0.3,2.8,8.0,5.0,22.0,0.23,0.0,0.23,0.23,0.23,0.57,0.07,0.64,0.57,0.64
Lucas Digne,DF,28,18,1502,16.7,1,0,1,1,0,0,5,0,0.4,0.4,1.9,2.3,29.0,57.0,89.0,0.06,0.0,0.06,0.06,0.06,0.02,0.11,0.14,0.02,0.14
Federico Dimarco,DF,33,26,2069,23.0,4,3,7,4,0,0,0,0,3.1,3.1,6.9,9.9,45.0,88.0,189.0,0.17,0.13,0.3,0.17,0.3,0.13,0.3,0.43,0.13,0.43
Stole Dimitrievski,GK,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
